code;label;department;ca_ht;ca_ttc;quantity;avg_weekly_quantity;nb_lines;cumulative_pct;is_priority_80
100537103;EDC BB SUISSE 200ML NPG;eaux de toil/eaux cologne;10296.0;12150.0;18.0;0.49;12;99.07;False
100667362;SURLIGN.BOSS ORIG.PASTEL RS STABILO;STYLO SURLIGNEURS;10296.0;12150.0;9.0;0.245;9;99.07;False
100483575;LAIT MIXA EPS 250ML REPARATEUR INTE;Laits corps;10296.0;12150.0;3.0;0.082;3;99.07;False
100642541;MASQ VGE ARGIL RSE SCHT 15ML DERMOK;nettoyant:masque visage;10296.0;12150.0;9.0;0.245;8;99.07;False
100221044;TORCHON P22 50*70*1 P22*1 FILANTEX;TORCHONS GANT MANIQUE;10296.0;12150.0;9.0;0.245;4;99.07;False
D20210550100;FEUILLES;FEUILLES;10294.0;10294.0;1.0;0.027;1;99.07;False
066066173;CR 25G  SIVODERM;soins cremes visage;10287.0;12150.0;27.0;0.735;22;99.07;False
021021131;HARICOT V T F 4/4 BONDUEL;HARICOTS VERTS EXTRA FINS;10276.0;12125.0;4.0;0.109;4;99.07;False
100662845;DEO SELF CONFIDENCE 150ML BLADE;deodorants hommes;10254.0;12100.0;8.0;0.218;8;99.07;False
100647451;THE VERT NATURE  X20ST  BIO LIPTON;THE VERT SACHET;10254.0;12100.0;3.0;0.082;3;99.08;False
100442581;BAD ENF  2/6 ANS X2 CO DO;BROSSES A DENTS ENFANTS;10252.0;12100.0;11.0;0.3;11;99.08;False
100478132;ENCENS BAT*20 HUILE MONOI 226875FIN;ENCENS               1296;10252.0;12100.0;11.0;0.3;2;99.08;False
100682446;CHIPS CR�M SURE&OIGN SCHT 60G SAFAR;CHIPS DE LEGUMES;10252.0;12100.0;11.0;0.3;10;99.08;False
100520401;FEVE BROYE 1 KG AL RABIH;AUTRES LEGUMES SECS;10233.0;12075.0;6.0;0.163;6;99.08;False
100086037;PRESERV PARF GTM ASSORTIS X3;preservatifs/lubrifiants;10230.0;10230.0;31.0;0.844;15;99.08;False
100440353;DENT EXTR.FRESH GEL MINT 90G ORAL;dentifrices tubes;10211.0;12050.0;13.0;0.354;7;99.08;False
100661837;RIZ LOCAL 4,5KG IZIA;RIZ LOCAL;10200.0;10200.0;3.0;0.082;2;99.08;False
100603968;PRESERV CLASSIC JEANSX12  DUREX;preservatifs/lubrifiants;10200.0;10200.0;2.0;0.054;2;99.08;False
100610581;LINGT BB HYGIENIQUE X20 MY BABY;Lingettes bebe;10176.0;12000.0;24.0;0.654;21;99.08;False
100377578;EDC BODY SPLASH ROSE 160 ML MILYA;BODY MIST FEMME;10176.0;12000.0;16.0;0.436;13;99.08;False
100246731;BISC AP CRACKERS GOUDA 75G CO;BISC AP CRACKERS;10172.0;12000.0;10.0;0.272;9;99.08;False
014014153;CAPRE GM 125G 21CL CRES F;CAPRES;10170.0;12000.0;5.0;0.136;5;99.08;False
100407314;PANS LAVABLE ENF X20 CO DO;PANSEMENTS-SPARADRAPS;10170.0;12000.0;14.0;0.381;12;99.08;False
100665299;FILETS THON CIT 115G POMPON ROUGE;THON ENTIER AU NATUREL;10170.0;12000.0;6.0;0.163;6;99.08;False
100446517;CONF EXOTIQUE 250G ZENA;CONFITURE AUTRES FRU 1051;10170.0;12000.0;5.0;0.136;4;99.08;False
100563238;EAU DEMAQ MICELLAIRE 100ML O2 82511;DEMAQUILLANTS EAU;10170.0;12000.0;5.0;0.136;5;99.08;False
100463754;LIQ VAISS FRT RGE 500ML PXM;liquides vaisselle;10170.0;12000.0;15.0;0.409;12;99.08;False
015015222;BOUQUET GARNI DUC (LIV D);HERBES AROMATES      1649;10170.0;12000.0;6.0;0.163;5;99.09;False
100446512;CONF DE BISSAP 270G ZENA;CONFITURE AUTRES FRU 1051;10170.0;12000.0;5.0;0.136;4;99.09;False
100160391;CENDRIER VER X2 54036 SDX;CENDRIERS            0831;10170.0;12000.0;6.0;0.163;3;99.09;False
100399332;VIN AROM FASHION STRAWB RASP 75CL;VIN AROMATISE        3368;10170.0;12000.0;2.0;0.054;2;99.09;False
100677808;VIN PORT MEDIUM SWEET MATEUS RSE;AUTRES VINS ETRANGERS;10170.0;12000.0;2.0;0.054;1;99.09;False
100399336;VIN AROM BLC FASHION PECHE JP CHEN;VIN AROMATISE        3368;10170.0;12000.0;2.0;0.054;2;99.09;False
100629341;VIN S/ALC CARIBBEAN WOO PETIT BERET;VIN AROMATISE        3368;10170.0;12000.0;6.0;0.163;5;99.09;False
100629340;VIN S/AL MALT BLEND 74CL PETIT B;MOUSSEUX AROMATISES FRANC;10170.0;12000.0;6.0;0.163;5;99.09;False
100326840;SUCET TIGER POPS CHO CARAM 768G COL;SUCETTES,SUCRE D'ORGE;10170.0;12000.0;5.0;0.136;5;99.09;False
100555800;VIN MOUSS IT MOSCATO DOLCE VILLA VE;MOUSSEUX ATRANGERS(asti..;10170.0;12000.0;2.0;0.054;1;99.09;False
030003225;JUS ANAS BRK 1L REA;JUS CONCENTRE(orange-pam);10169.0;12000.0;3.0;0.082;2;99.09;False
100310638;BDX CH HT MOULEYRE GRDE RES 2022;BORDEAUX ROUGE   0618;10169.0;12000.0;1.0;0.027;1;99.09;False
100607462;CHATEAUNEUFDUPAPE HAUT COTEAUX 2017;FAV RHONE ROUGE;10169.0;12000.0;1.0;0.027;3;99.09;False
100011193;CHOC BOULE CREME LAIT BTE 1KG;CREME;10169.0;12000.0;1.0;0.027;1;99.09;False
100060501;SVC 7PCES BOISSON IMPER M0089* ARC;SERV VER ET CARAFES;10169.0;12000.0;1.0;0.027;1;99.09;False
100619560;SAC A DOS+ COMP ORDI ASST 916;SAISIE/RESEAU/MEM    2776;10169.0;12000.0;1.0;0.027;1;99.09;False
100534885;DRONE ROBOT SPECTER ASST RC NH90106;VEHICULE RADIOGUIDE;10169.0;12000.0;1.0;0.027;1;99.09;False
100657771;EPICE POULET VERT 40G NORA;MELANGES HERBES EPIC 2051;10168.0;12000.0;8.0;0.218;9;99.09;False
100616456;BISC GAUF QUADRAT MULTIGRAIN HAZELT;GAUFRETTES FOUREES AUTRES;10164.0;12000.0;12.0;0.327;9;99.09;False
100673327;GOB+PAILLE 66CL VIOLET 161748-012;GOBELET EN PLASTIQUE;10164.0;12000.0;12.0;0.327;12;99.1;False
100673346;BOCAL DECO VGTBL 660ML 171441-052;BOCAUX ET POT;10164.0;12000.0;12.0;0.327;8;99.1;False
100426001;BROC QUADRO 1 7L CV G2668 ARC $;PICHET BROC;10162.0;11990.0;2.0;0.054;1;99.1;False
100066739;DUO FETE FG OIE 80G 2TR X6(AV);FOIE GRAS OIE        1458;10161.0;11990.0;1.0;0.027;1;99.1;False
100602189;CASQUE MCITY BLANC 22212 MOLTO;CYCLES ET ACCESS     1157;10161.0;11990.0;1.0;0.027;1;99.1;False
100630856;DIFF. AIRF 100ML W 6 462100620;DIFFUSEURS;10158.0;11985.0;3.0;0.082;3;99.1;False
100643767;TROUSSE TOILETTE 14 ACC 170484050;TROUSSE DE VOYAGE;10158.0;11985.0;3.0;0.082;4;99.1;False
100547289;MOULE A CAKE 20X20 EASY GR J1625245;MOULERIE EN METAL;10152.0;11980.0;2.0;0.054;2;99.1;False
100137845;CUVE RDE 8L 10068RO FR EDA;CUVETTE              1155;10152.0;11980.0;4.0;0.109;2;99.1;False
100321586;CTX OFFICE LAME 9 CM SENSIO 403421;COUTELLERIE DE CUISI 1119;10152.0;11980.0;2.0;0.054;2;99.1;False
100273787;BOUDIN BLANC NATURE 2X125G 250G X6;BOUDINS ANDOUILLETTES;10152.0;11980.0;2.0;0.054;1;99.1;False
100537036;PASSOIRE ETAMEE 7,5CM 35522 FLDK;PASSOIRE POUR INFUSION;10146.0;11970.0;6.0;0.163;6;99.1;False
100684959;PLAT A CAKE METAL 30X15X6 26873;PLAT A FOUR EN METAL;10146.0;11970.0;6.0;0.163;5;99.1;False
100658358;TERRINE AU CANARD 160G TOMATE THYM;TERRINES             3060;10143.0;11970.0;3.0;0.082;3;99.1;False
100639622;FEUIL.MOB A4 500P 5*5 2626970 CLFON;COP DBL 21X29 5X5 PERF;10143.0;11970.0;3.0;0.082;9;99.1;False
100398700;PIZZA MINI JAMB/FROM 270G CO;PIZZAS;10143.0;11970.0;3.0;0.082;2;99.1;False
100639656;CAHIER A4 192 P SEY 5229090 CLFON;CAHIER 17X22 200P SEY SPI;10143.0;11970.0;3.0;0.082;2;99.1;False
100658355;TERRINE AU CANARD NARURE 160G;TERRINES             3060;10143.0;11970.0;3.0;0.082;3;99.1;False
100241583;GRIOTTES DENOYAUTEES 1KG PIN;TOUS LEGUMES NATURES;10143.0;11970.0;3.0;0.082;3;99.11;False
100644734;GL BAT NOIX DE COCO 4X51G CO;BATONNETS;10143.0;11970.0;3.0;0.082;2;99.11;False
100624746;AST*4 D24*H2 PLAST 3COL 024001140;ASS PLATE UNIE;10143.0;11970.0;3.0;0.082;3;99.11;False
100285937;CAH COVERBOOK A4 5*5 96P 226520 CF;CAHIER 21X29 100P 5X5 SPI;10143.0;11970.0;3.0;0.082;3;99.11;False
100531383;BAT FRAISE CHOCO BLC 4X90ML CO;BATONNETS;10143.0;11970.0;3.0;0.082;1;99.11;False
100534264;BOUCHON A CHAMPAGNE 49552 FACKELMAN;BOUCHONS ET DOSEUR;10136.0;11960.0;4.0;0.109;3;99.11;False
100565177;GOURDE SPORT CITY BIKE 1L 161546-00;GOURDE NON ISOLEE;10136.0;11960.0;4.0;0.109;4;99.11;False
100507481;AMP LED STD 14W E27 3000K 632714ARC;AMPOULES LED;10136.0;11960.0;4.0;0.109;3;99.11;False
100472212;DEO APA ALOE VERA 200ML REXONA;deodorants femmes;10136.0;11960.0;4.0;0.109;4;99.11;False
100271257;BOUILLON VOLAIL 180G MAGGI NESTLE;BOUIL.AIDE CULINAIR  0631;10128.0;11950.0;8.0;0.218;10;99.11;False
100452150;TROUSSE SATIN 123116 ASST 3MOD SCHO;TROUSSE              3141;10127.0;11950.0;13.0;0.354;9;99.11;False
100594902;GOURDE SPORT NEW WATER 75CL 161566-;GOURDE NON ISOLEE;10125.0;11950.0;5.0;0.136;5;99.11;False
100519511;POT MULTI USAGE 1L 11890;BOCAUX ET POT;10125.0;11950.0;5.0;0.136;4;99.11;False
100519496;PASSOIRE 23CM ASST 11352;PASSOIRE PLAST PIED MCHE;10116.0;11940.0;12.0;0.327;9;99.11;False
100270696;OUVRE BOITE AILET 8230 BIRAMBEAU;OUVRE BOITE;10116.0;11940.0;6.0;0.163;6;99.11;False
100570809;SALADIER CAR OPAL 2,7L ASST 121891A;SALADIER PLASTIQUE   2779;10116.0;11940.0;6.0;0.163;4;99.11;False
100460990;GRAINES DE TOURNESSOL S/200G BAYARA;FRUITS SECHES;10104.0;11920.0;8.0;0.218;8;99.11;False
100418200;BLIS.TAILLE C.2T RESV 4112229 COLOR;TAILLE-CRAYON AVEC RESERV;10087.0;11900.0;7.0;0.191;6;99.11;False
100647548;ASSIET*6 CRTON D23 ETOIL ARG 6ASJ13;ASSIETTE JETABLE BLANCHE;10087.0;11900.0;7.0;0.191;2;99.12;False
100584465;BOCAL XL 1.9L KA5550;BOCAUX ET POT;10085.0;11900.0;1.0;0.027;1;99.12;False
100528681;GLACIERE ESKIMO 4.5L TPX-6006 PINNA;GLACIERE RIGIDES     1611;10085.0;11900.0;1.0;0.027;1;99.12;False
100234957;MORGON VICTOR BERARD 2021;CRUS BEAUJOLAIS;10085.0;11900.0;1.0;0.027;1;99.12;False
100055609;EDV MIRABELLE 700ML ARTHUR METZ;WHISKY Fran\aisMARC;10085.0;11900.0;1.0;0.027;1;99.12;False
100293245;LENTILLE CAROT 250G BJORG;AUTRES PLATS CUISINES A;10084.0;11900.0;4.0;0.109;2;99.12;False
100606937;BISC COOKIES BIO ORG 150G GULLON;COOKIES;10084.0;11900.0;4.0;0.109;4;99.12;False
100530889;BTE RD HERMETIQ X2 300ML 11547;BOITE PLAST ALIM RONDE;10080.0;11900.0;10.0;0.272;5;99.12;False
100444974;TERRINE OLIV CUIS PORC 90G JF;TERRINES;10044.0;11850.0;9.0;0.245;5;99.12;False
100385244;EDT CAPRICE 100 ML NVELLE PARF GAND;eaux toilettes / femmes;10042.0;11850.0;4.0;0.109;4;99.12;False
100250251;NECT MULTIFRT 6X20CL  CO;NECTAR MULTI;10041.0;11850.0;3.0;0.082;3;99.12;False
100666595;TROUSSE TOILET.FORTNITE L.T102-837;TROUSSE              3141;10040.0;11850.0;7.0;0.191;7;99.12;False
100460361;BIS PARLE G 30G PARLE;BISCUITS SECS;10038.0;11950.0;239.0;6.51;106;99.12;False
100043097;BLIS*4 PORTE M.MATIC GRIP 880409 BI;CRY PORTE MINE;10024.0;11830.0;7.0;0.191;6;99.12;False
100295980;GEL DCHE ROSE 500 ML FRES;Gels dche grd format;10022.0;11825.0;16.0;0.436;14;99.12;False
100688745;DISTRIBUTEUR EPICES D5XH8CM DISP24;BOITE A EPICES;10013.0;11815.0;17.0;0.463;8;99.12;False
100565181;GOURDE SPORT GOLD 75CL 161506-030;GOURDE NON ISOLEE;10000.0;11800.0;4.0;0.109;4;99.12;False
100437316;BRIL PLA EXP AGR 400 215178 MICHEL;LUSTREURS ET RENOVAT 2002;10000.0;11800.0;2.0;0.054;2;99.12;False
100545124;MOULE TARTE 27CM PERFECT J5548302;MOULERIE EN METAL;10000.0;11800.0;2.0;0.054;2;99.12;False
100518677;CDR COMBES ST SAUVEUR 2022;COTE DU RHONE;10000.0;11800.0;2.0;0.054;3;99.13;False
100592408;BDX CH LES BERTRANDS 2021;BORDEAUX ROUGE   0618;10000.0;11800.0;2.0;0.054;2;99.13;False
100661693;DEO SPRAY MEN CLEAN CONFORT 250ML D;deodorants hommes;10000.0;11800.0;4.0;0.109;4;99.13;False
100680167;PAIN SUCRE AU LAIT X24 (PEARL);PAINS SPECIAUX;10000.0;10000.0;10.0;0.272;10;99.13;False
100671479;BTE RGMT+CVCL 12,9L GR 10829/0126;BOX AVEC COUVERCLE;10000.0;11800.0;2.0;0.054;1;99.13;False
100659150;BISC CEREAL SNACK BIO 100G HERO BAB;BISCUITS POUR ENFANT;9999.0;11800.0;5.0;0.136;9;99.13;False
100528081;BOISS.INST.PDRE 10G CHOCOFUN;CACAO INSTANTANES MIX;9964.0;11750.0;94.0;2.56;36;99.13;False
100254887;21 ETIQUETTES BC 34*75 895878 CASIN;ETIQUETTE SCOLAIRE;9960.0;11760.0;24.0;0.654;11;99.13;False
100030030;BTE*4 MARQUEUR PMNT ECO.2000 OGI.AS;STYLO MARQUEUR;9960.0;11750.0;5.0;0.136;5;99.13;False
100693862;PLATEAU MLM CARR 40.5*25.5 688-68;PLATEAU MELAMINE;9960.0;11750.0;5.0;0.136;1;99.13;False
010028013;FARINE DE TAPOCA 400G  EAGLOBE;AUTRES FARINES;9958.0;11750.0;10.0;0.272;3;99.13;False
100387974;CAH PIQ 24*32 5*5 96P 222670 1ER PR;CAHIER 24X32 100P 5X5 PIQ;9945.0;11730.0;17.0;0.463;11;99.13;False
100659148;COMP POM/FRAIS/BANA SACHT BIO 100G;POT FRUIT ENFANT;9938.0;11725.0;14.0;0.381;4;99.13;False
100423000;TASSE+ST EXP X1 AMERICANO 9CL 5110;TASSE & SS TASSE EXPRESSO;9933.0;11725.0;7.0;0.191;3;99.13;False
100562384;BLIS*4 CRAY EVOL.TRIANG.BL 964912 B;CRY A PAPIER GRAPHITE;9919.0;11700.0;13.0;0.354;12;99.13;False
100308786;PREP SCE DESHY CHASSEUR 25G CO;SAUCES CHAUDES DESHY 2798;9919.0;11700.0;13.0;0.354;12;99.13;False
100440393;JUS TAMARIN/GING BTE 33CL IVORIO;JUS MULTI;9918.0;11700.0;18.0;0.49;10;99.13;False
100642568;MASQ TISSU ARGIL ET COLLAGENE 23ML;nettoyant:masque visage;9918.0;11700.0;9.0;0.245;7;99.13;False
100370312;CHOC DAIRY MILK 110G CADBURY;CHOCOLAT AU LAIT NAT;9918.0;11700.0;6.0;0.163;5;99.13;False
100495800;CHICOREE CEREALE BIO POT 100G LEROU;CAFE CHICOREE ET AUTRES;9915.0;11700.0;3.0;0.082;3;99.14;False
100534715;CIDRE ECUSSON BIO DOUX 75CL;CIDRE BRUT;9915.0;11700.0;3.0;0.082;2;99.14;False
100533968;MINI MADELEIN X24 CRSBK SIL J417221;MOULERIE EN AUTRE MATIERE;9915.0;11700.0;3.0;0.082;3;99.14;False
100246957;CAFE MLU FAMILI DK 250G CO;CAFE MOULU DECAFEINE;9915.0;11700.0;3.0;0.082;2;99.14;False
100658298;FOURCHx10 PP 18CM 3COL 101002810 K;COUVERTS JET FOURCH  1127;9912.0;11700.0;12.0;0.327;9;99.14;False
100663092;EAU GAZ BTLE 300ML CELESTE;EAUX GAZ/PETIL;9906.0;11700.0;78.0;2.125;27;99.14;False
100494178;TROUSSE OXF 122616 POLYAMIDE SCHOOL;TROUSSE              3141;9902.0;11680.0;19.0;0.518;14;99.14;False
100343133;PIMENT POUDRE 50G NORA S B V;PIMENTS PDRE;9900.0;9900.0;11.0;0.3;7;99.14;False
100645411;GL MANG PASS FEN 210G*3 GIGI;BATONNETS;9891.0;11670.0;3.0;0.082;3;99.14;False
100645408;GL ORAN CAROT GING 210G*3 GIGI;BATONNETS;9891.0;11670.0;3.0;0.082;3;99.14;False
100677354;GEL INTIM SENSI BIO 250ML CORINE DE;hygiene intime;9891.0;11670.0;3.0;0.082;2;99.14;False
100642569;MASQ REPARATEUR MAINS 30ML DERMOKIL;MASQUES CORPS;9888.0;11670.0;6.0;0.163;5;99.14;False
100659146;P POT PDT/ POIS/BROCOLLI BIO 190G H;POT FRUIT ENFANT;9880.0;11660.0;6.0;0.163;5;99.14;False
100650026;GOBx6 28CL FH FD COLORE 1618730M;BARETTE VERRE FH;9872.0;11650.0;2.0;0.054;2;99.14;False
100689050;BOCAL BOTANIC 660ML 171441-157;BOCAUX ET POT;9854.0;11635.0;13.0;0.354;8;99.14;False
100008160;POCH*24 ETIQUET ECOLIER COUL 750241;ETIQUETTE SCOLAIRE;9840.0;11600.0;40.0;1.089;22;99.14;False
100349853;BLIST 2 STYL ROLLER 0 7MM 328538 NR;STYLO ROLLERS        2963;9837.0;11610.0;9.0;0.245;7;99.14;False
100080843;DENT HERBAL 35G COLGATE;dentifrices tubes;9837.0;11595.0;30.0;0.817;23;99.14;False
100132317;EDT BUSINESS CARD 90ML COPACI;eaux toilettes / femmes;9833.0;11600.0;6.0;0.163;6;99.15;False
065066320;CR  BTE 150ML NIVEA;Cr�mes corps;9832.0;11600.0;4.0;0.109;3;99.15;False
100681044;ESSOREUSE SALADE 4500ML 24XH16CM KO;ESSOREUSE A SALADE   1351;9832.0;11600.0;4.0;0.109;4;99.15;False
100458200;MOULE CAKE 23CM EASY GR J1629645 TE;MOULERIE EN METAL;9830.0;11600.0;2.0;0.054;2;99.15;False
100548240;GEL DCHE HUILE KARITE 560ML COTTAGE;Gels dche grd format;9814.0;11580.0;3.0;0.082;3;99.15;False
100101732;BAUME 65G  ANACONDA;autres prdts;9790.0;11550.0;22.0;0.599;7;99.15;False
100616411;PLAT FOUR CER.40X25CM 50741 ANITEX;COUPE A GLACE;9789.0;11550.0;3.0;0.082;3;99.15;False
100604480;POMMADE INDIAN HEMP 100ML SILKEN;prdts hydratants chvx;9786.0;11550.0;21.0;0.572;18;99.15;False
100342307;EMINCES GEL.CHAT SAUM.CAB.405G CO;ALIMENTS HUMIDES CHATS;9786.0;11550.0;7.0;0.191;6;99.15;False
100013375;JAVEL 1L 12 ARIANE/ATHENA*;eau de javel;9752.0;11500.0;23.0;0.626;13;99.15;False
100440818;BISC MARIE GOLD 89 GRS BRITTANIA;BISCUITS SECS;9752.0;11500.0;46.0;1.253;29;99.15;False
100329138;LG SEC GRAINES  MORINGA SHT 28G ASP;LG SEC GRAINES;9750.0;9750.0;3.0;0.082;2;99.15;False
100663613;TOM PELEE 1/2 FERME ABBAYE;TOMATES ENTIERES;9750.0;11500.0;10.0;0.272;9;99.15;False
100075077;VAP A EAU X6 TWIST 22CL 44372 SDX;BARETTE VERRE A PIED EAU;9746.0;11500.0;2.0;0.054;5;99.15;False
100579332;CHOC CHPS ELYSE EDITON OR 181G LIND;300 G ET MOINS;9746.0;11500.0;1.0;0.027;1;99.15;False
100560671;ASS.CART 23CM*20 BLEU ACC2070;ASSIETTE JETABLE COUL UNI;9745.0;11500.0;5.0;0.136;3;99.15;False
100487652;GEL DCHE GRENADE 250ML OE;Gels dche format classiqu;9745.0;11500.0;5.0;0.136;5;99.15;False
100647445;THE VANIL/CARAMEL STX20 LIPTON;THE AROMATISE VRAC;9744.0;11500.0;4.0;0.109;4;99.15;False
100669383;BODY MIST CITR 190ML AMALFI;BODY MIST FEMME;9744.0;11500.0;7.0;0.191;5;99.15;False
100305064;SAVON TOIL A HUILE D ARGAN 150G SIV;savons corps solides;9740.0;11500.0;20.0;0.545;10;99.15;False
100579351;CHOC NR PYRENEENS BALL 175G LINDT;CHOCO FRAICHEUR/ORANGETTE;9703.0;11450.0;1.0;0.027;1;99.16;False
100671461;BTE SANDW NUTRI VERT 13151/0545;BOITE PLAST ALIM RECT;9687.0;11430.0;7.0;0.191;6;99.16;False
100630618;JUS WATERMELON BTE 33CL VINUT;JUS CONCENTRE(orange-pam);9666.0;11400.0;16.0;0.436;10;99.16;False
100248796;EDC FRCHE 250ML CO;eau de cologne;9664.0;11405.0;4.0;0.109;4;99.16;False
100630476;BOL CHN AC IN 16CM 750ML A12650130;CORBEILLE GAMELLES C 1098;9664.0;11400.0;8.0;0.218;6;99.16;False
100537846;ASS CAR JET BIO X25 26X26 HT-S010;ASSIETTE JETABLE BLANCHE;9662.0;11400.0;2.0;0.054;1;99.16;False
100537027;ROULEAU PATIS ANTI ADH 25170FLDK;ACCESSOIRES PATISSER 0172;9662.0;11400.0;2.0;0.054;2;99.16;False
100016560;BDX 1ER ALEXIS LICHINE 2023;BORDEAUX ROUGE   0618;9662.0;11400.0;2.0;0.054;2;99.16;False
100516459;DEO ROLL ON MEN CLASSIC VERT 50ML;DEO ROLL ON HOMME;9660.0;11400.0;24.0;0.654;22;99.16;False
100644476;GOURDE PLST 430ML VOIT 161805-002 H;GOURDES ISOTHERMES   1619;9660.0;11400.0;12.0;0.327;9;99.16;False
100640290;NETTOY SPRAY MEUBL ET BOIS 750ML SI;Nettoy multi usage pistol;9660.0;11400.0;6.0;0.163;4;99.16;False
100508725;PILON BOIS 24409 FINLANDEK;BOISSELLERIE;9660.0;11400.0;3.0;0.082;3;99.16;False
100285890;FM A4 100P 80G SEY VRT S/FILM 7965C;FEUIL MOBILE 21X29 COUL S;9660.0;11400.0;4.0;0.109;4;99.16;False
100508353;LAIT TOIL SHEA SMOOTH 400ML/83845;Laits corps;9660.0;11400.0;3.0;0.082;3;99.16;False
100313228;CLASSEUR A4 YEKA D20 211193 PP OPAQ;CLASSEUR RIGIDE 21X29 4AN;9660.0;11400.0;4.0;0.109;3;99.16;False
100516458;DEO ROLL ON MEN CLASSIC RGE 50ML;DEO ROLL ON HOMME;9660.0;11400.0;24.0;0.654;18;99.16;False
100116511;POCH*14+4 FEUTR.KIDS KID MOY 841802;AUTRE FEUTRE A COLORIER;9660.0;11400.0;3.0;0.082;3;99.16;False
100273275;BROSSE OV DEMELER BSM227 1075 GLAMA;COIFFANT;9660.0;11400.0;4.0;0.109;3;99.16;False
100678632;PATE DE CURRY DOUX 300G PINCH OF SP;CONDIMENTS INDIENS;9660.0;11400.0;6.0;0.163;5;99.16;False
100451121;CIRAGE CREM 2 LUX NOIR TUBE 100ML B;cirages en tubes;9660.0;11400.0;3.0;0.082;3;99.17;False
100354973;BASSINE CAR BL 12L 1140900 TATAY;BASSINE              0515;9660.0;11400.0;3.0;0.082;2;99.17;False
100325796;CHOC TRUFFLES PARFUM ORGE 200G CEMO;TRUFFE /  BOUCHEE/ ROCHEE;9660.0;11400.0;3.0;0.082;1;99.17;False
021021111;HARICOT V EF 4/4 BONDUEL;HARICOTS VERTS EXTRA FINS;9660.0;11400.0;3.0;0.082;3;99.17;False
100693809;PLATEAU MLM CARR 36*26  688-4;PLATEAU MELAMINE;9660.0;11400.0;6.0;0.163;3;99.17;False
100495460;BISC GOLDEN 38G X8 OREO;BISC SEC BEUR/PALET/GALET;9652.0;11400.0;19.0;0.518;6;99.17;False
100644507;CHIFFONAD JAMB CRU ITAL 120G MOS PO;JAMBONS CRUS SECHES  1740;9636.0;11370.0;3.0;0.082;3;99.17;False
100686694;CROUSTIBAT PETIT TRESOR 450G FINDUS;POISSONS PANES;9636.0;11370.0;3.0;0.082;3;99.17;False
100673333;ASS PLSTQ 22CM LICORN 161486-001N;ASSIETTE PLATE PLASTIQUE;9630.0;11370.0;22.0;0.599;19;99.17;False
100685544;BISC GAUF CHOC LT MN CHCLTRIE 114G;GAUFRETTES ENROBEES;9620.0;11350.0;4.0;0.109;4;99.17;False
065065605;EDT FOR MEN 100ML UDV;eaux toilette homme;9619.0;11350.0;2.0;0.054;2;99.17;False
100246964;CAFE SOL NORMAL 200 G CO;CAFE SOLUBLE INST LYOPHIL;9618.0;11350.0;2.0;0.054;2;99.17;False
100678145;LAIT CORP COCO 500ML PALMES;Laits corps;9616.0;11350.0;9.0;0.245;8;99.17;False
100409733;BISC FOUR PT PRINCE COCO 35G CLEO;FOURRES HORS CHOCO;9588.0;11280.0;188.0;5.121;86;99.17;False
100420794;MASQUE DETOX ARGILE PURE 50ML LOREA;nettoyant:masque visage;9576.0;11300.0;1.0;0.027;1;99.17;False
100634826;BOCAL OR RS 1,35L 190902-004;BOCAUX CANETTE;9576.0;11300.0;4.0;0.109;3;99.17;False
100684447;ASST PLASTQ X15 D13 RG SATOCI;ASSIETTE JETABLE COUL UNI;9576.0;11305.0;19.0;0.518;16;99.17;False
100055606;EDV KIRSCH 70CL ARTHUR METZ;WHISKY Fran\aisMARC;9576.0;11300.0;1.0;0.027;1;99.17;False
100571898;NETTOY PIST SDB PIN 750ML BRIO;Nettoy multi usage pistol;9560.0;11280.0;3.0;0.082;3;99.17;False
100236177;CHIPS EMMENTAL 25G CHIPSY;CHIPS SOUFFLEES;9560.0;11300.0;104.0;2.833;31;99.18;False
100582052;FILTRE CAFE N2X80 2427313 U;AUTRES ACCESSOIRES DE CUI;9540.0;11250.0;15.0;0.409;11;99.18;False
100632393;100 BOITE CRAIE COULEUR SLFATE GAMM;CRAIE COULEUR;9535.0;11250.0;5.0;0.136;5;99.18;False
100378707;SVT JET 2P X50 33X33CM ORG 120212 S;SERV JET UNIES;9535.0;11250.0;5.0;0.136;2;99.18;False
100250485;PATE DE JAMBON 3X78G CO;PATE DE PORC;9534.0;11250.0;3.0;0.082;3;99.18;False
100563189;4 STYLO FEUTRE PTMAX NR 281383 STAB;STYLO FEUTRES A ECRIRE;9534.0;11250.0;3.0;0.082;2;99.18;False
100545496;DECOLO MAX BLEACH D+++ OLIA;produits de coloration;9534.0;11250.0;1.0;0.027;1;99.18;False
100089448;BTE RECT MO MULTI USA 2L 10117 DG;BTE MICRO ONDE;9534.0;11250.0;3.0;0.082;3;99.18;False
100503327;CUISINE BOX FRUIT LEG 34PCS ASST 88;CUISINE ET DINETTE;9534.0;11250.0;1.0;0.027;1;99.18;False
100654785;BDX HT ROULET;BORDEAUX ROUGE   0618;9534.0;11250.0;3.0;0.082;2;99.18;False
100671520;SEAU A BTEIL 3L VT WAVE 20321/0529;SEAU A GLACE PLASTIQUE;9534.0;11250.0;3.0;0.082;3;99.18;False
100636777;SDT BLC&BLEU X20 3PLI 40*40 72935H;SERV JET IMPRIME;9531.0;11250.0;9.0;0.245;6;99.18;False
